minutes, ingredients
352034, 27, 10
208352, 5, 5
517565, 5, 6
281119, 1, 4
456710, 20, 9
22211, 30, 2
84042, 65, 10
123197, 35, 5
33650, 50, 10
221621, 10, 8
328157, 35, 13
182122, 55, 12
310300, 65, 16
387379, 30, 11
213907, 20, 10
50585, 65, 7
388365, 50, 14
351248, 32, 14
292358, 30, 16
143922, 65, 12
399253, 35, 9
275267, 65, 9
448064, 5, 4
380746, 65, 5
382257, 35, 14
144531, 15, 7
109669, 60, 10
475620, 30, 10
134238, 15, 18
103795, 65, 9
22938, 65, 5
221787, 20, 7
137627, 50, 10
61056, 65, 17
91028, 7, 7
65687, 65, 9
362991, 10, 5
185799, 65, 13
441960, 65, 9
441247, 60, 10
168137, 60, 16
208743, 35, 12
33850, 65, 8
331321, 65, 17
81130, 20, 5
299262, 65, 10
291169, 65, 19
412356, 17, 6
211595, 65, 21
106027, 11, 9
38979, 60, 12
137985, 40, 11
39357, 65, 12
192894, 5, 7
239272, 20, 6
35721, 65, 11
355244, 15, 6
383923, 12, 12
66811, 10, 5
190035, 65, 8
34220, 5, 6
359415, 21, 8
475812, 60, 15
441689, 45, 11
32801, 65, 9
216638, 50, 6
307683, 45, 14
327559, 25, 10
71521, 65, 9
129887, 65, 12
60029, 65, 12
456354, 16, 9
116738, 45, 8
392689, 15, 11
194829, 30, 9
305283, 5, 4
349411, 5, 7
404794, 25, 7
85409, 65, 6
206251, 15, 7
164316, 40, 10
61518, 45, 10
322282, 25, 7
378231, 2, 5
139288, 15, 11
321315, 25, 8
13751, 15, 10
89508, 22, 5
291831, 65, 6
299566, 45, 7
41773, 5, 6
22402, 65, 19
161073, 65, 11
169276, 45, 6
173949, 65, 11
331899, 50, 5
315783, 30, 11
83046, 65, 11
245468, 65, 9
275846, 50, 10
399693, 45, 9
365757, 25, 9
403299, 65, 8
25621, 65, 7
238353, 65, 10
152549, 27, 10
196280, 15, 9
2793, 0, 7
453456, 25, 7
393894, 65, 12
160634, 45, 8
187370, 30, 11
51974, 15, 8
167274, 60, 6
124976, 30, 5
261433, 65, 13
256760, 10, 5
4880, 0, 9
321046, 10, 4
87284, 35, 5
45588, 60, 9
207958, 10, 5
202218, 30, 8
84854, 11, 6
403332, 25, 9
507271, 20, 11
61780, 5, 5
242659, 35, 11
305888, 65, 13
254214, 65, 12
413128, 35, 13
359727, 24, 10
165720, 5, 4
305866, 38, 9
181114, 65, 7
97825, 30, 5
169071, 65, 12
119518, 65, 6
428188, 10, 10
16476, 35, 7
9544, 52, 10
335959, 65, 13
344278, 40, 9
143724, 65, 8
225915, 30, 6
302051, 65, 17
214125, 5, 3
485847, 12, 8
273682, 65, 7
444386, 35, 6
365202, 45, 8
39505, 37, 5
346139, 22, 12
473579, 40, 6
24306, 22, 12
466423, 20, 11
3324, 0, 10
463219, 25, 11
176523, 35, 8
423361, 15, 6
187003, 35, 12
48720, 65, 9
35842, 40, 14
217613, 65, 9
267518, 40, 7
109384, 18, 4
153890, 35, 9
65816, 22, 6
142644, 45, 11
154560, 65, 12
328438, 65, 6
338069, 5, 6
100075, 65, 13
108252, 40, 13
91845, 20, 10
307496, 5, 2
367593, 40, 10
76299, 30, 12
147224, 50, 11
84281, 55, 8
201436, 22, 8
164596, 50, 14
165077, 15, 13
45399, 65, 7
263512, 15, 2
461605, 23, 10
436268, 20, 15
6975, 0, 8
467208, 33, 5
181507, 20, 10
106708, 65, 8
217686, 65, 7
436563, 40, 6
188801, 60, 11
95788, 50, 8
35242, 55, 11
201800, 15, 5
193350, 5, 3
92753, 60, 14
359875, 65, 15
99024, 65, 6
43138, 15, 5
424830, 15, 4
391173, 65, 15
210712, 65, 11
123895, 20, 5
117046, 55, 12
372741, 65, 14
208726, 65, 14
292944, 40, 17
204549, 60, 9
146643, 40, 8
83049, 15, 6
33233, 65, 9
198754, 13, 7
365228, 65, 19
88672, 55, 8
164431, 65, 5
422071, 40, 7
277093, 9, 4
50735, 55, 13
28998, 35, 14
251747, 55, 9
218231, 60, 12
144144, 65, 12
14159, 10, 6
39736, 65, 10
51568, 65, 7
120527, 65, 11
357945, 50, 9
298662, 60, 11
89853, 65, 7
303800, 5, 6
55034, 65, 4
366119, 65, 15
397521, 10, 5
204913, 5, 5
100264, 65, 11
144982, 45, 7
471881, 65, 10
358441, 65, 10
357113, 65, 7
162507, 5, 6
127398, 25, 8
179128, 55, 9
425814, 50, 14
379956, 30, 6
318799, 10, 5
124879, 55, 10
47419, 65, 11
27718, 65, 14
232409, 20, 7
5115, 0, 6
237889, 65, 9
61510, 45, 13
249319, 30, 6
44180, 30, 9
327641, 40, 13
272928, 45, 15
74738, 18, 6
401304, 30, 7
264148, 40, 9
278835, 65, 13
118876, 65, 13
102827, 15, 8
277435, 55, 8
99387, 30, 4
315443, 30, 6
319806, 60, 14
48376, 65, 12
439009, 35, 11
308165, 45, 15
168053, 30, 5
270878, 50, 6
57768, 15, 3
206889, 60, 8
40824, 20, 7
191976, 5, 4
458743, 65, 8
37521, 15, 6
370077, 25, 9
297383, 18, 12
340567, 30, 8
181666, 1, 3
351866, 65, 7
276162, 65, 16
38377, 65, 12
317517, 5, 4
351082, 65, 12
352023, 20, 9
214981, 60, 15
307904, 65, 11
77851, 30, 9
88041, 30, 6
148466, 65, 7
105714, 10, 8
303502, 55, 12
351170, 40, 9
100689, 65, 14
421197, 50, 9
188695, 45, 8
372786, 50, 14
266042, 25, 5
226386, 60, 7
357516, 20, 19
290555, 60, 7
338636, 65, 9
232102, 45, 12
511280, 65, 10
54371, 65, 6
65189, 40, 15
230210, 30, 6
281614, 25, 8
139843, 50, 6
7878, 30, 7
270442, 45, 11
482482, 15, 14
365510, 20, 6
174126, 65, 7
144062, 65, 19
292297, 40, 10
343846, 65, 12
258265, 45, 2
251373, 45, 12
307667, 35, 6
221645, 10, 8
27821, 40, 9
121168, 65, 11
95776, 35, 11
104992, 65, 14
501080, 65, 11
374517, 8, 9
324974, 30, 5
350241, 38, 8
454462, 30, 10
277340, 30, 11
374373, 25, 7
346640, 25, 6
127868, 60, 11
446918, 65, 6
150752, 40, 13
390586, 15, 8
230307, 10, 7
61954, 65, 16
14762, 20, 5
81901, 65, 10
162223, 40, 13
69934, 5, 4
315780, 25, 15
337680, 38, 10
177580, 65, 18
170165, 45, 6
177092, 33, 8
88516, 65, 6
262243, 45, 7
195559, 3, 4
62513, 20, 8
72830, 30, 10
4367, 40, 11
26946, 20, 5
183595, 25, 8
140051, 40, 13
411, 65, 4
21700, 60, 8
389482, 65, 14
165956, 15, 9
92430, 55, 6
66251, 8, 6
32390, 15, 6
336916, 40, 11
160202, 65, 11
332867, 42, 5
452916, 30, 11
96104, 35, 8
83565, 19, 11
346999, 65, 14
137818, 55, 14
137686, 65, 13
1446, 0, 8
280437, 65, 9
140216, 60, 12
457996, 45, 9
248267, 45, 5
178448, 65, 9
157590, 65, 7
414765, 30, 5
159318, 15, 9
227484, 5, 7
394488, 60, 8
87616, 55, 7
340497, 65, 10
258029, 45, 9
476742, 55, 8
146845, 40, 8
185680, 5, 5
364217, 65, 7
331903, 10, 9
365875, 25, 8
245885, 35, 6
106232, 65, 7
172439, 65, 18
192056, 65, 9
11123, 25, 9
185544, 20, 14
7279, 3, 10
67420, 50, 5
439793, 55, 4
37932, 65, 6
121705, 55, 13
143236, 45, 12
256909, 22, 9
102612, 65, 4
94825, 40, 12
138886, 40, 11
125701, 65, 7
341708, 55, 10
78236, 65, 9
414533, 35, 10
492249, 40, 11
20077, 65, 9
56639, 15, 16
308437, 65, 6
377506, 10, 9
265343, 20, 6
29868, 30, 10
445609, 65, 8
119651, 20, 5
186161, 25, 2
531, 65, 9
450671, 65, 11
216706, 40, 14
31234, 65, 12
285993, 40, 5
380600, 65, 12
13867, 30, 13
41794, 40, 12
175770, 25, 13
57718, 45, 7
117250, 35, 10
461447, 35, 9
404754, 50, 9
178094, 15, 6
275643, 30, 4
123999, 42, 9
283055, 30, 13
303845, 60, 12
24972, 65, 7
536568, 65, 12
112983, 45, 18
161919, 65, 8
114574, 45, 10
24077, 40, 11
78719, 23, 12
47222, 30, 8
39095, 65, 18
459987, 18, 11
206392, 35, 12
47608, 65, 7
469445, 20, 7
135933, 13, 9
219565, 15, 8
226697, 35, 11
137065, 65, 11
483703, 30, 10
58637, 5, 5
317214, 65, 12
288285, 65, 5
514975, 30, 5
123435, 65, 12
467220, 30, 7
157304, 23, 19
478640, 10, 8
99588, 65, 10
107665, 60, 10
27826, 25, 11
248709, 65, 14
40764, 10, 7
181856, 30, 8
46252, 5, 10
270750, 65, 10
383933, 15, 7
189175, 65, 8
300547, 30, 11
7607, 40, 12
278758, 65, 10
178507, 30, 11
346598, 20, 10
230781, 35, 10
393801, 65, 7
31873, 65, 11
36130, 65, 11
450211, 65, 10
234045, 45, 7
118128, 40, 9
223975, 24, 6
427787, 2, 4
84874, 45, 6
163808, 30, 3
399495, 60, 16
35418, 65, 12
416737, 65, 12
233650, 60, 16
168095, 65, 6
326294, 11, 7
333418, 65, 12
194251, 65, 15
121004, 25, 11
163653, 65, 16
71843, 35, 10
91875, 25, 9
412048, 55, 12
356646, 15, 5
391109, 65, 13
42705, 30, 9
401196, 20, 4
203455, 30, 6
78373, 65, 8
89814, 45, 15
311025, 25, 6
112772, 15, 9
38367, 55, 7
70354, 38, 9
502923, 20, 7
449430, 20, 6
111585, 25, 5
317925, 25, 5
278755, 30, 14
36020, 5, 3
513126, 20, 6
429894, 15, 6
93091, 15, 10
222038, 65, 10
202921, 65, 9
109484, 12, 8
72257, 25, 9
61111, 50, 13
457631, 30, 9
163651, 65, 11
283912, 65, 5
255948, 65, 7
119804, 30, 11
400641, 65, 16
267969, 50, 11
33474, 10, 4
276718, 65, 4
255491, 65, 13
59155, 65, 10
154839, 35, 5
185501, 65, 13
515361, 40, 4
196879, 55, 7
430537, 30, 9
14578, 15, 5
172229, 65, 10
72089, 65, 12
40137, 55, 6
276387, 14, 8
47435, 9, 5
77151, 30, 6
16323, 65, 7
426742, 40, 14
382878, 5, 5
322560, 35, 7
282663, 30, 4
57900, 30, 12
2691, 45, 9
284945, 65, 18
224894, 35, 11
311464, 10, 3
185739, 65, 12
318298, 15, 9
121583, 65, 8
482220, 10, 9
112013, 60, 9
20819, 65, 5
33955, 65, 7
275357, 20, 6
38532, 27, 7
254121, 65, 12
280466, 65, 11
409760, 35, 9
509130, 65, 10
253293, 35, 6
104397, 65, 11
385475, 35, 5
195547, 60, 10
256733, 20, 6
121280, 65, 10
89339, 65, 8
281920, 15, 5
222719, 40, 8
48504, 65, 12
232253, 30, 11
485697, 30, 8
423679, 40, 9
21193, 55, 10
307608, 10, 3
191745, 40, 4
55644, 35, 8
27302, 65, 12
412289, 10, 5
148918, 65, 24
258449, 30, 14
190487, 35, 5
36807, 50, 12
389771, 65, 13
355092, 10, 7
249506, 15, 8
307886, 55, 9
99066, 60, 7
78946, 32, 13
225702, 45, 9
93741, 10, 6
440780, 20, 12
444325, 30, 7
424275, 65, 11
268727, 65, 8
109401, 60, 15
431017, 1, 5
243346, 65, 12
482506, 10, 4
447865, 65, 8
20339, 40, 8
24955, 65, 12
374766, 10, 6
307061, 23, 9
450174, 25, 8
86219, 65, 4
230574, 20, 6
221612, 10, 4
14375, 4, 8
254097, 7, 7
300983, 65, 10
256126, 30, 11
338378, 45, 11
318169, 16, 23
230773, 65, 12
300286, 30, 12
289591, 65, 9
123920, 15, 4
356459, 15, 6
108523, 55, 6
88016, 65, 18
84556, 25, 7
380309, 65, 5
188130, 7, 9
412956, 45, 12
20883, 25, 7
6724, 65, 5
72805, 65, 13
194654, 65, 18
473959, 20, 8
234463, 35, 7
51501, 65, 11
205822, 65, 10
105139, 30, 18
168394, 65, 9
207326, 35, 9
42585, 65, 7
333895, 20, 8
275917, 10, 11
64361, 65, 8
146400, 25, 9
509109, 15, 9
116647, 55, 8
81660, 10, 9
111676, 65, 13
107032, 25, 9
227408, 15, 6
68812, 20, 7
453963, 30, 10
42653, 32, 8
412047, 30, 14
145677, 35, 10
32299, 15, 9
4023, 0, 19
335194, 20, 10
183099, 35, 4
23189, 30, 8
52326, 65, 11
197810, 34, 10
31779, 30, 5
68486, 15, 8
33621, 30, 13
199386, 65, 9
92936, 65, 8
459461, 5, 10
241863, 50, 10
39080, 10, 5
192912, 55, 11
305179, 10, 6
518260, 65, 14
369602, 10, 4
113725, 65, 8
308304, 65, 3
302839, 30, 9
300827, 65, 4
193706, 65, 11
164061, 65, 8
314857, 40, 17
314770, 65, 6
464929, 65, 8
13764, 45, 11
339188, 15, 8
56108, 30, 6
171851, 15, 12
483686, 23, 9
21667, 25, 9
317908, 30, 11
386397, 25, 12
224693, 35, 9
225023, 5, 2
460115, 25, 8
325477, 10, 7
304302, 5, 6
8489, 5, 4
4503, 0, 6
159820, 6, 5
293752, 3, 3
133541, 20, 7
189681, 35, 9
110611, 25, 9
480844, 55, 18
40618, 65, 13
261760, 65, 11
403658, 39, 5
133026, 30, 7
50724, 65, 6
225806, 60, 17
458719, 35, 13
322847, 47, 14
229366, 65, 4
137782, 65, 13
283230, 25, 8
450586, 20, 9
10338, 30, 10
410654, 65, 11
298261, 65, 13
379086, 50, 12
327, 60, 11
452954, 65, 11
62801, 22, 7
287708, 15, 6
62830, 65, 11
375925, 33, 7
73971, 65, 9
149970, 32, 12
417618, 30, 9
454873, 25, 20
155370, 40, 15
448785, 40, 7
307951, 20, 10
374910, 65, 13
536226, 65, 22
94648, 40, 13
63686, 10, 5
120007, 65, 6
373467, 34, 14
318655, 40, 11
48617, 40, 8
310098, 25, 6
471959, 5, 6
187526, 45, 7
292286, 5, 7
26645, 30, 10
290428, 35, 5
23685, 20, 7
303648, 65, 12
124594, 65, 11
437929, 65, 10
336565, 25, 4
349389, 55, 12
135098, 10, 4
410855, 65, 3
189604, 50, 7
310629, 15, 8
482286, 25, 10
88181, 65, 16
271330, 65, 12
402449, 50, 10
48581, 65, 9
383620, 25, 7
398169, 25, 8
185922, 55, 5
199138, 16, 3
263705, 60, 9
14434, 1, 4
222296, 30, 13
142205, 65, 11
110951, 50, 8
385399, 35, 11
98253, 35, 13
453016, 10, 12
400376, 40, 14
283148, 45, 11
20884, 17, 9
278093, 45, 11
205880, 65, 6
325959, 20, 10
165928, 65, 6
480199, 50, 19
75159, 33, 11
310136, 65, 6
201026, 15, 6
263681, 15, 6
147282, 40, 13
196994, 65, 8
260283, 5, 4
125767, 65, 8
17032, 2, 5
200192, 65, 13
56655, 25, 12
61167, 41, 17
248674, 30, 13
93496, 65, 25
110029, 45, 10
39377, 65, 10
59357, 3, 5
3262, 30, 9
351716, 55, 13
414465, 65, 2
359155, 42, 9
25379, 65, 9
190907, 65, 10
135406, 20, 14
392068, 65, 15
56795, 27, 8
55273, 15, 5
384676, 65, 24
88834, 65, 10
371011, 60, 7
78756, 65, 11
62914, 5, 3
252880, 35, 8
385095, 40, 7
102762, 30, 7
137704, 5, 4
292761, 35, 12
214967, 30, 6
12571, 35, 7
17689, 1, 3
360829, 20, 11
261524, 60, 9
130969, 35, 11
287704, 60, 10
82127, 65, 13
148821, 15, 5
57983, 65, 9
338936, 45, 13
467720, 33, 11
418831, 30, 6
2979, 0, 6
436207, 65, 14
115796, 25, 8
142025, 15, 5
138866, 65, 9
166435, 20, 15
430482, 65, 9
75097, 65, 10
140151, 65, 7
99220, 55, 16
362667, 65, 10
58329, 20, 10
200378, 5, 2
114734, 2, 3
213427, 65, 12
169567, 29, 12
358001, 35, 11
159011, 55, 14
263471, 50, 10
63674, 15, 10
31675, 40, 8
222161, 35, 5
304603, 65, 5
246517, 22, 6
167068, 65, 13
424385, 15, 5
143740, 65, 10
83300, 40, 17
339144, 25, 19
24186, 40, 12
302786, 25, 10
407558, 10, 2
512630, 26, 4
213292, 65, 14
277242, 6, 3
372891, 30, 12
273638, 65, 12
258816, 5, 8
102295, 65, 12
276599, 35, 9
85250, 20, 10
235894, 65, 8
421387, 35, 4
73528, 15, 5
244313, 65, 10
181399, 45, 6
110109, 30, 9
229721, 8, 11
197572, 15, 18
482522, 65, 8
362073, 30, 8
352197, 65, 13
180070, 35, 6
301175, 10, 3
15352, 30, 10
428283, 65, 9
91800, 30, 11
206079, 60, 18
337191, 65, 10
319803, 40, 12
20134, 57, 6
476954, 20, 7
322125, 4, 9
393437, 65, 7
226632, 50, 9
156174, 25, 6
109666, 10, 5
454887, 32, 20
328476, 54, 11
18067, 55, 6
307286, 15, 8
372873, 42, 15
523453, 15, 8
222233, 65, 8
66848, 45, 10
477341, 30, 12
191157, 10, 6
59365, 11, 3
50885, 50, 14
99236, 40, 4
134428, 20, 7
356397, 25, 7
369343, 65, 11
110688, 15, 7
255038, 45, 6
132298, 65, 13
395157, 5, 3
224264, 2, 6
69465, 50, 14
39145, 20, 5
220732, 50, 11
298605, 5, 5
67700, 10, 12
230639, 25, 3
38707, 40, 4
344202, 30, 15
198978, 25, 6
460942, 30, 14
305982, 15, 11
149277, 23, 10
29528, 13, 10
351414, 35, 11
424265, 35, 14
86791, 45, 10
106116, 20, 7
176726, 40, 15
145035, 25, 5
187872, 30, 11
496391, 65, 11
107520, 20, 6
51451, 30, 8
382904, 65, 6
302435, 30, 9
12597, 30, 7
42117, 5, 5
157332, 65, 5
415154, 50, 5
317856, 35, 13
43339, 65, 8
257331, 5, 5
135496, 65, 7
459749, 55, 16
225928, 15, 8
237072, 45, 7
66447, 35, 8
45865, 25, 8
319838, 5, 4
263096, 50, 7
150561, 5, 3
13814, 30, 10
266406, 60, 17
85301, 20, 12
112076, 60, 11
290711, 50, 3
119622, 36, 12
461168, 25, 10
25453, 26, 7
92282, 65, 8
200252, 25, 9
130289, 50, 11
430866, 18, 9
200019, 35, 9
498751, 23, 12
494469, 65, 14
158664, 65, 6
206516, 10, 8
123945, 65, 5
15317, 65, 9
58809, 50, 6
397447, 10, 7
306035, 65, 8
213903, 58, 14
51358, 30, 9
360906, 25, 9
137977, 30, 10
181310, 26, 5
140011, 25, 9
455797, 50, 18
285523, 55, 7
50353, 20, 5
79972, 65, 9
329379, 40, 9
479121, 40, 10
109626, 65, 19
273158, 10, 7
420780, 55, 8
167578, 5, 4
389986, 35, 11
382938, 55, 11
382527, 55, 12
19716, 30, 10
37210, 25, 10
245231, 60, 8
150899, 5, 7
349561, 60, 13
55682, 65, 19
180087, 30, 11
433735, 65, 7
44225, 10, 5
327929, 10, 8
440702, 50, 16
483321, 6, 3
64715, 65, 8
276716, 18, 4
120837, 65, 10
425306, 65, 16
175621, 30, 9
100784, 10, 4
206310, 65, 8
148581, 20, 12
98749, 65, 10
264577, 40, 6
113106, 55, 11
118097, 65, 12
88702, 25, 8
112407, 45, 7
255394, 50, 6
274143, 35, 14
377513, 60, 6
255496, 65, 7
255557, 10, 5
269368, 30, 9
151176, 4, 2
334280, 23, 9
296391, 15, 10
78810, 30, 12
282916, 30, 10
389031, 20, 10
72510, 25, 6
389463, 65, 21
311406, 5, 4
195137, 55, 11
31781, 65, 11
446448, 35, 11
316205, 25, 14
222856, 9, 7
384742, 5, 7
338319, 5, 7
311804, 65, 10
47366, 65, 14
60002, 40, 5
423738, 5, 5
270712, 65, 5
138235, 20, 11
150906, 10, 9
117943, 35, 10
270575, 15, 10
174134, 55, 4
307187, 65, 14
322300, 30, 14
150068, 65, 7
203964, 55, 15
58530, 14, 9
513696, 60, 15
211868, 15, 11
240909, 29, 10
108231, 65, 15
214238, 35, 10
144239, 30, 9
321045, 60, 7
85982, 26, 9
82971, 25, 7
96697, 15, 9
274683, 55, 7
238554, 65, 16
298266, 5, 5
517872, 20, 3
246387, 65, 18
392693, 40, 7
156881, 25, 5
424042, 20, 10
376058, 40, 9
269286, 65, 9
420975, 45, 22
36282, 25, 8
31794, 55, 9
100335, 60, 9
275886, 55, 9
4816, 0, 5
424309, 50, 5
119244, 65, 15
493156, 65, 16
216438, 65, 6
318638, 30, 5
200334, 65, 8
59009, 25, 6
160890, 60, 12
260784, 65, 12
105318, 20, 11
154105, 60, 12
229004, 65, 8
258902, 10, 5
514675, 30, 4
27100, 40, 7
225362, 65, 10
97685, 20, 6
328994, 65, 19
34890, 15, 8
83886, 20, 3
184853, 30, 10
405181, 20, 8
439814, 60, 14
14025, 65, 8
25586, 25, 5
84475, 65, 12
37421, 65, 7
427305, 30, 6
437574, 45, 8
229988, 20, 8
5270, 20, 6
27624, 65, 14
343499, 15, 7
347252, 30, 17
484190, 65, 9
24210, 5, 3
243288, 30, 7
288343, 27, 6
206851, 65, 19
61060, 20, 6
85533, 35, 6
318864, 60, 14
99805, 55, 8
41008, 6, 5
101567, 40, 10
107408, 15, 3
228378, 40, 7
137373, 35, 11
60737, 25, 7
274266, 20, 6
26160, 15, 6
259136, 25, 9
493085, 65, 14
377291, 10, 9
126738, 20, 4
144736, 35, 5
89119, 65, 13
414225, 65, 10
239506, 10, 5
69469, 60, 12
145217, 35, 6
202978, 65, 10
79060, 65, 11
57318, 10, 10
505053, 20, 9
385783, 60, 8
264627, 65, 15
396234, 23, 6
85828, 15, 6
186577, 60, 8
214555, 10, 7
45753, 60, 6
259235, 60, 8
8635, 55, 10
252725, 17, 4
484922, 15, 9
208806, 15, 4
122801, 32, 2
213972, 5, 5
167540, 15, 5
56473, 50, 7
433073, 65, 11
236671, 10, 6
43417, 30, 12
267586, 65, 12
407039, 65, 9
308659, 15, 12
373757, 65, 9
482385, 25, 6
88051, 65, 10
430190, 20, 7
277139, 35, 8
243828, 15, 3
466718, 40, 10
36564, 45, 6
295965, 40, 9
349471, 10, 7
305204, 65, 11
245515, 5, 8
26482, 30, 8
482207, 20, 16
490620, 10, 4
192785, 25, 12
227708, 15, 7
133195, 35, 9
32251, 65, 9
402905, 15, 7
59166, 35, 10
159530, 6, 4
504588, 45, 5
214639, 30, 11
173221, 60, 11
263161, 5, 9
29620, 4, 4
327191, 35, 13
274031, 40, 5
433699, 60, 11
307633, 7, 8
510760, 65, 12
384637, 7, 5
208993, 13, 7
374140, 65, 5
11849, 10, 12
236170, 18, 4
161510, 65, 8
61975, 65, 14
492771, 65, 17
425811, 10, 6
249612, 60, 6
205102, 19, 12
74290, 65, 10
474676, 30, 10
81445, 45, 11
229737, 5, 8
39640, 65, 11
258471, 35, 7
312050, 50, 16
166735, 10, 4
180425, 57, 15
271800, 40, 15
371256, 25, 8
120317, 65, 8
490244, 35, 10
71551, 60, 14
227292, 55, 16
420543, 5, 4
57627, 40, 9
253234, 65, 5
144883, 30, 8
22120, 30, 4
25985, 10, 5
213466, 65, 8
151381, 4, 4
461710, 50, 12
126079, 65, 13
47851, 65, 8
403690, 40, 11
311273, 40, 8
373672, 25, 8
138103, 10, 9
12847, 30, 9
133634, 25, 7
47473, 50, 13
170482, 30, 14
101913, 30, 9
408836, 50, 8
93331, 10, 4
258826, 5, 12
7478, 65, 6
232789, 65, 11
93300, 55, 5
30056, 30, 6
379513, 10, 5
160397, 65, 7
127729, 65, 6
337724, 65, 10
340897, 65, 8
363192, 20, 8
414494, 35, 10
456847, 40, 11
428639, 40, 13
281108, 10, 7
294050, 25, 9
140797, 65, 9
144260, 40, 21
341806, 6, 5
71312, 20, 9
197115, 65, 12
218625, 50, 17
380078, 50, 11
405980, 65, 13
319160, 3, 6
295753, 65, 11
59537, 65, 8
340908, 10, 5
220209, 30, 7
141917, 10, 5
281778, 30, 10
72020, 30, 6
322923, 2, 11
143119, 3, 4
317117, 30, 9
359936, 15, 4
300142, 60, 15
460318, 15, 3
98842, 65, 10
114860, 30, 10
90367, 65, 14
422018, 5, 3
134389, 50, 7
144921, 13, 7
32296, 40, 8
72765, 40, 12
219561, 30, 8
2586, 0, 12
141108, 65, 8
256215, 11, 4
65275, 20, 6
59929, 5, 4
294351, 65, 9
349622, 45, 17
96481, 45, 9
68595, 65, 10
468849, 10, 6
298461, 40, 19
313703, 15, 7
198833, 45, 18
387001, 20, 4
437045, 65, 7
196317, 65, 11
98815, 65, 11
36193, 40, 13
224185, 40, 15
109544, 40, 9
248978, 65, 8
98969, 35, 9
103398, 50, 7
406866, 60, 9
58413, 65, 9
184558, 5, 6
196707, 45, 5
162412, 20, 6
475547, 22, 6
366756, 2, 7
332241, 40, 7
429358, 20, 10
291316, 35, 7
218397, 25, 4
269862, 20, 4
468961, 25, 14
470548, 50, 13
479686, 3, 7
387004, 20, 6
166254, 35, 10
70705, 65, 5
364120, 65, 9
163269, 20, 5
134269, 20, 16
175546, 30, 17
58669, 29, 9
266602, 65, 14
20874, 5, 5
180662, 10, 11
268350, 20, 7
365260, 20, 13
339454, 50, 6
364173, 65, 4
342344, 15, 8
165101, 65, 7
98606, 55, 8
466432, 22, 5
460058, 20, 8
232365, 60, 15
206837, 55, 5
387561, 65, 9
222311, 15, 6
433638, 35, 14
98894, 25, 4
83893, 65, 13
38902, 10, 8
427275, 60, 9
83346, 60, 9
51385, 20, 5
197490, 40, 6
39176, 65, 10
238626, 2, 3
31539, 60, 10
344878, 42, 11
286311, 65, 14
305070, 40, 14
288938, 20, 5
466499, 50, 9
33050, 65, 6
377844, 41, 15
179986, 65, 7
387635, 50, 11
260955, 40, 12
441202, 30, 8
448585, 2, 3
351063, 20, 6
394303, 65, 17
74607, 65, 8
394744, 60, 8
194125, 45, 11
72604, 15, 7
346467, 30, 12
89281, 25, 8
278796, 13, 7
277757, 5, 3
449980, 25, 7
27144, 65, 10
236830, 15, 8
58335, 25, 9
28502, 5, 4
40113, 65, 15
144900, 30, 7
454937, 65, 5
258395, 25, 8
92625, 30, 10
78421, 60, 12
91361, 15, 7
327461, 5, 4
172468, 12, 7
